100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
90.51724	1276	88.02817	142	75.94044	1276	77.46479	142
98.824455	1276	95.77465	142	98.19749	1276	95.07042	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
95.53292	1276	95.77465	142	85.97179	1276	86.61972	142
null	null	null	null	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
98.51097	1276	98.591545	142	96.786835	1276	97.1831	142
79.31035	1276	79.57746	142	null	null	null	null
99.843254	1276	100	142	99.843254	1276	100	142
100	1276	100	142	100	1276	100	142
93.181816	1276	92.253525	142	94.74922	1276	95.77465	142
100	1276	100	142	100	1276	100	142
92.94671	1276	95.77465	142	92.55486	1276	95.07042	142
98.74608	1276	95.77465	142	99.45141	1276	96.478874	142
99.52978	1276	100	142	99.52978	1276	100	142
99.843254	1276	100	142	99.843254	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
99.92163	1276	100	142	99.92163	1276	100	142
100	1276	100	142	100	1276	100	142
97.25706	1276	95.07042	142	74.68652	1276	67.60563	142
87.14734	1276	83.09859	142	82.05329	1276	78.169014	142
88.793106	1276	84.50704	142	73.902824	1276	69.014084	142
100	1276	100	142	100	1276	100	142
96.081505	1276	95.07042	142	84.71787	1276	86.61972	142
99.92163	1276	99.29578	142	99.92163	1276	100	142
82.52351	1276	73.23943	142	75.391846	1276	71.830986	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
80.64263	1276	80.985916	142	78.213165	1276	78.87324	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
90.59561	1276	89.43662	142	69.670845	1276	64.788734	142
88.55799	1276	88.73239	142	86.050156	1276	87.323944	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
86.28527	1276	81.69014	142	null	null	null	null
100	1276	100	142	100	1276	100	142
99.68652	1276	100	142	99.68652	1276	100	142
100	1276	100	142	100	1276	100	142
80.25078	1276	80.28169	142	71.94357	1276	71.12676	142
100	1276	100	142	100	1276	100	142
99.29467	1276	99.29578	142	93.41693	1276	89.43662	142
99.52978	1276	98.591545	142	99.52978	1276	98.591545	142
99.843254	1276	100	142	null	null	null	null
99.76489	1276	100	142	99.76489	1276	100	142
100	1276	100	142	100	1276	100	142
84.639496	1276	83.09859	142	65.43887	1276	54.929577	142
99.76489	1276	100	142	99.76489	1276	100	142
100	1276	100	142	100	1276	100	142
92.24138	1276	95.07042	142	84.48276	1276	85.211266	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
98.824455	1276	95.77465	142	99.45141	1276	97.88733	142
100	1276	100	142	100	1276	100	142
99.92163	1276	99.29578	142	99.843254	1276	100	142
98.74608	1276	95.77465	142	98.824455	1276	95.07042	142
100	1276	100	142	100	1276	100	142
97.17869	1276	96.478874	142	97.33542	1276	96.478874	142
94.43574	1276	95.77465	142	92.00627	1276	93.66197	142
97.17869	1276	96.478874	142	97.33542	1276	95.77465	142
92.94671	1276	95.77465	142	88.71473	1276	91.54929	142
92.24138	1276	86.61972	142	84.012535	1276	76.056335	142
100	1276	100	142	100	1276	100	142
99.92163	1276	99.29578	142	99.68652	1276	100	142
98.824455	1276	95.77465	142	99.608154	1276	97.1831	142
100	1276	100	142	100	1276	100	142
92.94671	1276	95.77465	142	90.04702	1276	92.95775	142
88.47963	1276	85.9155	142	85.423195	1276	84.50704	142
81.19122	1276	83.80282	142	77.19436	1276	76.76057	142
94.20063	1276	93.66197	142	90.83072	1276	89.43662	142
100	1276	100	142	100	1276	100	142
86.206894	1276	85.211266	142	76.72414	1276	73.943665	142
